Date,week_day,hour,state,road_id,km,city,cause_of_accident,type_of_accident,victims_condition,weather_timestamp,road_direction,wheather_condition,road_type,road_delineation,people,deaths,slightly_injured,severely_injured,uninjured,ignored,total_injured,vehicles_involved,latitude,longitude,regional,police_station
08/26/2023,saturday,6:15:00 PM,AL,316,170,IGACI,Deficiency of vehicle's sinalization/ilumination system,Rear-end collision,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,2,0,1,1,0,0,2,2,-9.517377,-36.54434,SPRF-AL,DEL03-AL
08/26/2023,saturday,6:20:00 PM,MG,116,"471,4",TARUMIRIM,Alcohol and/or drug ingestion by the pedestrian,Pedestrian collision,With injured victims,Night,Increasing,Clear sky,Simple,Straight,2,0,2,0,0,0,2,1,-19.32539,-42.07393,SPRF-MG,DEL06-MG
08/26/2023,saturday,6:31:00 PM,AC,364,133,RIO BRANCO,Acessing the road without seeing the presence of other vehicles,Rear-end collision,Without victims,Night,Increasing,Cloudy,Double,Authorized U-turn,3,0,0,0,3,0,0,2,-10.00249,-67.84954,SPRF-AC,N/A
08/26/2023,saturday,8:10:00 PM,BA,101,"30,2",ESPLANADA,Alcohol ingestion by the driver,Overturn,With injured victims,Night,Decreasing,Cloudy,Double,Straight,3,0,3,0,0,0,3,2,-11.78657,-37.9502,SPRF-SE,DEL02-SE
08/26/2023,saturday,9:00:00 PM,SP,116,326,JUQUITIBA,Rain,Run-off-road,With injured victims,Day,Decreasing,Rainy,Double,Curve,5,0,2,1,2,0,3,1,-23.93901,-47.06241,SPRF-SP,DEL04-SP
08/26/2023,saturday,9:00:00 PM,SC,101,"136,5",BALNEARIO CAMBORIU,Driver's lack of reaction,Collision with object,Without victims,Night,Decreasing,Clear sky,Multiple,Temporary Detour,1,0,0,0,0,1,0,1,-27.00811,-48.61724,SPRF-SC,DEL04-SC
08/26/2023,saturday,7:15:00 PM,MA,226,526,LAJEADO NOVO,Pedestrian was walking in the road,Pedestrian collision,With dead victims,Night,Decreasing,Clear sky,Simple,Straight,2,1,0,0,0,1,0,1,-6.18477,-47.02882,SPRF-MA,DEL04-MA
08/26/2023,saturday,9:00:00 PM,MS,267,30,BATAGUASSU,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Night,Decreasing,Cloudy,Double,Not Reported,2,0,0,1,1,0,1,2,-21.71982,-52.42321,SPRF-MS,DEL02-MS
08/26/2023,saturday,6:50:00 PM,SC,101,"136,5",BALNEARIO CAMBORIU,Alcohol ingestion by the driver,Collision with object,With injured victims,Night,Decreasing,Cloudy,Simple,Not Reported,3,0,2,0,1,0,2,3,-27.00811,-48.61724,SPRF-SC,DEL04-SC
08/26/2023,saturday,7:20:00 PM,SC,101,157,PORTO BELO,Driver's lack of reaction,Collision with object,Without victims,Sunset,Increasing,Clear sky,Double,Straight,1,0,0,0,1,0,0,1,-27.18163,-48.61212,SPRF-SC,DEL04-SC
08/26/2023,saturday,10:00:00 PM,SC,282,"4,7",SAO JOSE,Driver's lack of reaction,Rear-end collision,With injured victims,Night,Decreasing,Clear sky,Multiple,Straight,2,0,0,1,1,0,1,2,-27.59006,-48.60958,SPRF-SC,DEL01-SC
08/26/2023,saturday,9:30:00 PM,GO,153,"505,3",APARECIDA DE GOIANIA,Driver had a cardiac attack,Collision with object,With injured victims,Night,Decreasing,Clear sky,Double,Straight,1,0,0,1,0,0,1,1,-16.7537,-49.2411,SPRF-GO,DEL01-GO
08/26/2023,saturday,9:00:00 PM,PR,369,474,CORBELIA,Alcohol ingestion by the driver,Run-off-road,Without victims,Night,Decreasing,Clear sky,Simple,Curve,1,0,0,0,1,0,0,1,-24.5887,-53.2022,SPRF-PR,DEL04-PR
08/26/2023,saturday,10:00:00 PM,SC,282,"504,4",XANXERE,driving on the breakdown lane,Run-off-road,Without victims,Night,Increasing,Clear sky,Simple,Not Reported,1,0,0,0,1,0,0,1,-26.88528,-52.41489,SPRF-SC,DEL07-SC
08/26/2023,saturday,10:20:00 PM,MG,40,508,RIBEIRAO DAS NEVES,Driver failed to keep distance from the vehicle in front,Rear-end collision,With injured victims,Night,Decreasing,Rainy,Double,Straight,1,0,0,1,0,0,1,1,-19.76061,-44.13475,SPRF-MG,DEL02-MG
08/26/2023,saturday,10:10:00 PM,MG,116,118,ITAOBIM,Driver's lack of reaction,Fall of vehicle occupant,With injured victims,Night,Increasing,Clear sky,Simple,Straight,1,0,1,0,0,0,1,1,-16.5826,-41.50168,SPRF-MG,DEL11-MG
08/26/2023,saturday,10:20:00 PM,PR,116,8,CAMPINA GRANDE DO SUL,Driver's lack of reaction,Fall of vehicle occupant,With injured victims,Night,Increasing,Clear sky,Double,Straight,1,0,1,0,0,0,1,1,-25.3697,-49.1158,SPRF-PR,DEL01-PR
08/26/2023,saturday,9:40:00 PM,PE,232,85,GRAVATA,Driver's lack of reaction,Rear-end collision,With dead victims,Night,Increasing,Clear sky,Double,Straight,5,1,0,3,0,1,3,2,-8.209511,-35.61182,SPRF-PE,DEL02-PE
08/26/2023,saturday,10:55:00 PM,CE,222,226,SOBRAL,Pedestrian was walking in the road,Pedestrian collision,With dead victims,Night,Decreasing,Clear sky,Simple,Curve,2,1,0,0,0,1,0,1,-3.699476,-40.37012,SPRF-CE,DEL04-CE
08/26/2023,saturday,9:45:00 PM,MT,163,790,VERA,Rain,Rear-end collision,With injured victims,Night,Increasing,Rainy,Simple,Straight,3,0,1,0,2,0,1,2,-12.256,-55.553,SPRF-MT,DEL06-MT
08/26/2023,saturday,8:20:00 PM,BA,30,"365,2",BRUMADO,Animals on the road,Animal collision,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,1,0,1,0,0,0,1,1,-14.23398,-41.68567,SPRF-BA,DEL08-BA
08/26/2023,saturday,9:30:00 PM,BA,101,869,TEIXEIRA DE FREITAS,Driver's lack of reaction,Run-off-road,With injured victims,Night,Decreasing,Cloudy,Simple,Straight,2,0,1,0,1,0,1,1,-17.63888,-39.76942,SPRF-BA,DEL09-BA
08/26/2023,saturday,11:10:00 PM,GO,40,2,VALPARAISO DE GOIAS,Alcohol ingestion by the driver,Rear-end collision,With injured victims,Night,Increasing,Clear sky,Double,Straight,3,0,2,0,1,0,2,2,-16.06713,-47.98423,SPRF-DF,DEL01-DF
08/26/2023,saturday,11:00:00 PM,SC,101,"137,4",BALNEARIO CAMBORIU,Driver's lack of reaction,Rear-end collision,Without victims,Night,Increasing,Cloudy,Multiple,Overpass,2,0,0,0,1,1,0,2,-27.01572,-48.61193,SPRF-SC,DEL04-SC
08/26/2023,saturday,10:50:00 PM,MG,354,"749,1",ITAMONTE,Alcohol ingestion by the driver,Collision with object,Without victims,Night,Decreasing,Rainy,Simple,Curve,2,0,0,0,2,0,0,1,-22.27037,-44.87907,SPRF-MG,DEL17-MG
08/26/2023,saturday,11:20:00 PM,RJ,116,323,ITATIAIA,Alcohol ingestion by the driver,Collision with object,Without victims,Night,Increasing,Drizzle,Simple,Roundabout,2,0,0,0,2,0,0,2,-22.48879,-44.55123,SPRF-RJ,DEL07-RJ
08/26/2023,saturday,10:15:00 PM,RJ,116,"116,8",MAGE,Excessive use of the car's tire,Overturn,With injured victims,Night,Increasing,Rainy,Double,Curve,2,0,2,0,0,0,2,1,-22.59431,-43.02306,SPRF-RJ,DEL02-RJ
08/27/2023,sunday,12:25:00 AM,SC,470,145,RIO DO SUL,Driver's lack of reaction,Rear-end collision,With dead victims,Night,Increasing,Clear sky,Simple,Straight,2,1,0,0,0,1,0,2,-27.23228,-49.67167,SPRF-SC,DEL04-SC
08/26/2023,saturday,10:20:00 PM,GO,80,35,PADRE BERNARDO,Absence of sinalization,Collision with object,With injured victims,Night,Increasing,Clear sky,Double,Straight,1,0,1,0,0,0,1,1,-15.26343,-48.26475,SPRF-DF,DEL01-DF
08/27/2023,sunday,12:45:00 AM,MG,381,"521,3",BRUMADINHO,Incompatible velocity,Collision with object,With injured victims,Night,Increasing,Cloudy,Double,Not Reported,4,0,3,0,1,0,3,1,-20.13847,-44.31715,SPRF-MG,DEL04-MG
08/27/2023,sunday,1:00:00 AM,ES,101,"144,8",LINHARES,Alcohol ingestion by the driver,Rear-end collision,With injured victims,Night,Decreasing,Rainy,Double,Not Reported,2,0,1,0,1,0,1,2,-19.35188,-40.06367,SPRF-ES,DEL04-ES
08/27/2023,sunday,1:00:00 AM,RN,304,290,MACAIBA,Alcohol ingestion by the driver,Overturn,With injured victims,Night,Increasing,Clear sky,Simple,Not Reported,2,0,2,0,0,0,2,1,-5.867628,-35.4145,SPRF-RN,DEL01-RN
08/27/2023,sunday,1:20:00 AM,RJ,116,124,MAGE,Accumulation of water on the road,Rollover,With injured victims,Night,Decreasing,Rainy,Double,Straight,1,0,1,0,0,0,1,1,-22.64633,-43.07017,SPRF-RJ,DEL02-RJ
08/27/2023,sunday,1:40:00 AM,MS,376,"66,4",GLORIA DE DOURADOS,Driver was in the opposite direction,Head-on collision,With injured victims,Night,Increasing,Cloudy,Simple,Straight,4,0,0,4,0,0,4,2,-22.393,-54.2196,SPRF-MS,DEL04-MS
08/27/2023,sunday,3:20:00 AM,RS,386,"345,1",LAJEADO,Alcohol ingestion by the driver,Run-off-road,Without victims,Night,Decreasing,Clear sky,Simple,Not Reported,1,0,0,0,1,0,0,1,-29.44307,-51.98414,SPRF-RS,DEL04-RS
08/26/2023,saturday,11:35:00 PM,BA,367,83,EUNAPOLIS,Acessing the road without seeing the presence of other vehicles,Run-off-road,Without victims,Night,Decreasing,Rainy,Simple,Straight,3,0,0,0,0,3,0,1,-16.37256,-39.57064,SPRF-BA,DEL09-BA
08/27/2023,sunday,3:00:00 AM,MG,381,"479,5",CONTAGEM,Driver's lack of reaction,Overturn,With injured victims,Night,Decreasing,Clear sky,Double,Curve,1,0,0,1,0,0,1,1,-19.9589,-44.0692,SPRF-MG,DEL01-MG
08/27/2023,sunday,3:00:00 AM,SP,116,269,TABOAO DA SERRA,Incompatible velocity,Side collision (same direction),With injured victims,Night,Decreasing,Cloudy,Multiple,Curve,4,0,3,0,0,1,3,2,-23.61593,-46.78826,SPRF-SP,DEL04-SP
08/27/2023,sunday,2:50:00 AM,PE,232,223,PESQUEIRA,Driver's lack of reaction,Collision with object,With injured victims,Night,Increasing,Clear sky,Simple,Not Reported,2,0,1,1,0,0,2,1,-8.404365,-36.81023,SPRF-PE,DEL03-PE
08/27/2023,sunday,4:15:00 AM,SP,116,76,APARECIDA,Electrical or mechanical flaws,Overturn,With injured victims,Night,Increasing,Drizzle,Double,Curve,1,0,1,0,0,0,1,1,-22.87748,-45.27204,SPRF-SP,DEL08-SP
08/27/2023,sunday,3:00:00 AM,RJ,393,"284,5",VOLTA REDONDA,Driver was in the opposite direction,Side collision (opposite direction),Without victims,Night,Increasing,Drizzle,Simple,Curve,3,0,0,0,2,1,0,3,-22.47342,-44.05991,SPRF-RJ,DEL05-RJ
08/27/2023,sunday,4:25:00 AM,MS,163,174,JUTI,Incompatible velocity,Run-off-road,Without victims,Night,Increasing,Clear sky,Simple,Straight,1,0,0,0,1,0,0,1,-22.85963,-54.62835,SPRF-MS,DEL09-MS
08/27/2023,sunday,4:50:00 AM,RJ,101,"131,5",CONCEICAO DE MACABU,Driver was sleeping,Run-off-road,With injured victims,Night,Increasing,Rainy,Double,Straight,2,0,1,0,1,0,1,1,-22.11498,-41.70258,SPRF-RJ,DEL08-RJ
08/27/2023,sunday,5:05:00 AM,RS,290,106,ELDORADO DO SUL,Driver's lack of reaction,Run-off-road,Without victims,Sunrise,Increasing,Ignored,Double,Straight,1,0,0,0,1,0,0,1,-29.999,-51.29456,SPRF-RS,DEL02-RS
08/27/2023,sunday,5:06:00 AM,BA,235,"63,1",JEREMOABO,Driver was in the opposite direction,Head-on collision,With dead victims,Night,Decreasing,Clear sky,Simple,Straight,3,2,0,0,1,0,0,2,-10.08979,-38.21153,SPRF-SE,DEL01-SE
08/27/2023,sunday,4:30:00 AM,GO,50,273,CATALAO,Driver was sleeping,Collision with object,Without victims,Night,Increasing,Clear sky,Double,Not Reported,1,0,0,0,1,0,0,1,-18.1302,-47.9047,SPRF-GO,DEL06-GO
08/27/2023,sunday,6:10:00 AM,MG,40,"470,6",SETE LAGOAS,Driver's lack of reaction,Run-off-road,With injured victims,Sunrise,Decreasing,Rainy,Double,Not Reported,2,0,2,0,0,0,2,1,-19.46099,-44.30122,SPRF-MG,DEL02-MG
08/27/2023,sunday,5:00:00 AM,RS,290,9,OSORIO,Driver's lack of reaction,Run-off-road,Without victims,Night,Decreasing,Clear sky,Double,Straight,1,0,0,0,1,0,0,1,-29.89158,-50.36338,SPRF-RS,DEL03-RS
08/27/2023,sunday,5:30:00 AM,AL,104,87,RIO LARGO,Driver's lack of reaction,Fall of vehicle occupant,With injured victims,Day,Increasing,Clear sky,Double,Straight,1,0,0,1,0,0,1,1,-9.475329,-35.8216,SPRF-AL,DEL01-AL
08/26/2023,saturday,5:50:00 PM,BA,324,347,CAPIM GROSSO,The driver passed the next car improperly,Side collision (opposite direction),With injured victims,Sunset,Increasing,Clear sky,Simple,Straight,5,0,3,1,1,0,4,2,-11.37167,-40.03349,SPRF-BA,DEL04-BA
08/27/2023,sunday,5:00:00 AM,SC,101,296,IMBITUBA,Alcohol ingestion by the driver,Run-off-road,With injured victims,Night,Increasing,Cloudy,Simple,Straight,3,0,3,0,0,0,3,1,-28.30564,-48.72104,SPRF-SC,DEL02-SC
08/27/2023,sunday,5:40:00 AM,RJ,40,114,DUQUE DE CAXIAS,Driver's lack of reaction,Rear-end collision,With injured victims,Sunrise,Increasing,Rainy,Double,Straight,3,0,2,0,1,0,2,2,-22.71854,-43.28993,SPRF-RJ,DEL01-RJ
08/27/2023,sunday,3:10:00 AM,RS,290,"517,5",ROSARIO DO SUL,Animals on the road,Animal collision,With injured victims,Night,Increasing,Clear sky,Simple,Straight,2,0,2,0,0,0,2,1,-30.11954,-55.25818,SPRF-RS,DEL11-RS
08/26/2023,saturday,5:15:00 PM,MG,153,"15,9",CENTRALINA,Driver was sleeping,Run-off-road,With injured victims,Day,Decreasing,Clear sky,Double,Straight,5,0,5,0,0,0,5,1,-18.5513,-49.19396,SPRF-MG,DEL15-MG
08/27/2023,sunday,5:53:00 AM,BA,420,241,LAJE,Driver's lack of reaction,Collision with object,With dead victims,Sunrise,Increasing,Clear sky,Simple,Not Reported,1,1,0,0,0,0,0,1,-13.16536,-39.40794,SPRF-BA,DEL01-BA
08/27/2023,sunday,6:40:00 AM,MG,381,497,BETIM,Incompatible velocity,Run-off-road,With injured victims,Day,Decreasing,Drizzle,Double,Not Reported,2,0,1,0,1,0,1,1,-20.00484,-44.21367,SPRF-MG,DEL04-MG
08/27/2023,sunday,6:00:00 AM,BA,101,278,LAJE,Prohibited conversion,Side collision (same direction),With injured victims,Day,Decreasing,Clear sky,Simple,Not Reported,2,0,1,0,1,0,1,2,-13.2082,-39.32292,SPRF-BA,DEL01-BA
08/27/2023,sunday,7:00:00 AM,MG,365,649,UBERLANDIA,Rain,Run-off-road,With injured victims,Sunrise,Increasing,Rainy,Double,Straight,1,0,0,1,0,0,1,1,-18.87111,-48.54958,SPRF-MG,DEL15-MG
08/26/2023,saturday,9:30:00 PM,MG,40,"197,9",JOAO PINHEIRO,Alcohol ingestion by the driver,Run-off-road,With injured victims,Night,Decreasing,Clear sky,Simple,Curve,1,0,1,0,0,0,1,1,-17.99811,-45.83442,SPRF-MG,DEL14-MG
08/27/2023,sunday,7:44:00 AM,RN,226,"86,1",TANGARA,The driver passed the next car improperly,Head-on collision,With injured victims,Day,Increasing,Clear sky,Simple,Straight,9,0,6,3,0,0,9,2,-6.213858,-35.81892,SPRF-RN,DEL03-RN
08/27/2023,sunday,6:55:00 AM,PI,343,258,CAMPO MAIOR,Lane change maneuver,Head-on collision,With injured victims,Sunrise,Decreasing,Clear sky,Simple,Straight,2,0,1,0,1,0,1,2,-4.788996,-42.12631,SPRF-PI,DEL01-PI
08/27/2023,sunday,8:10:00 AM,SC,101,"186,1",BIGUACU,Alcohol ingestion by the driver,Collision with object,With injured victims,Day,Increasing,Clear sky,Double,Curve,1,0,1,0,0,0,1,1,-27.43411,-48.62567,SPRF-SC,DEL01-SC
08/27/2023,sunday,6:22:00 AM,RR,174,513,BOA VISTA,Driver was in the opposite direction,Side collision (opposite direction),With injured victims,Day,Increasing,Clear sky,Simple,Straight,5,0,1,0,4,0,1,2,2.88055,-60.69875,SPRF-RR,N/A
08/27/2023,sunday,8:10:00 AM,MG,40,716,BARBACENA,Rain,Pedestrian collision,With injured victims,Day,Increasing,Rainy,Double,Temporary Detour,2,0,1,0,1,0,1,1,-21.25162,-43.67182,SPRF-MG,DEL05-MG
08/27/2023,sunday,7:30:00 AM,RS,480,66,BARAO DE COTEGIPE,Driver was sleeping,Rear-end collision,With injured victims,Day,Decreasing,Clear sky,Simple,Curve,5,0,1,0,4,0,1,2,-27.63073,-52.36153,SPRF-RS,DEL08-RS
08/27/2023,sunday,8:00:00 AM,SP,116,"132,8",CACAPAVA,Driver was sleeping,Collision with object,Without victims,Day,Decreasing,Clear sky,Double,Straight,1,0,0,0,1,0,0,1,-23.1317,-45.74481,SPRF-SP,DEL02-SP
08/27/2023,sunday,2:20:00 AM,SP,381,86,SAO PAULO,Driver's lack of reaction,Rollover,Without victims,Night,Decreasing,Clear sky,Double,Straight,1,0,0,0,0,1,0,1,-23.4593,-46.57161,SPRF-SP,DEL03-SP
08/27/2023,sunday,7:30:00 AM,MG,381,481,BETIM,Incompatible velocity,Collision with object,Without victims,Day,Decreasing,Drizzle,Double,Not Reported,1,0,0,0,0,1,0,1,-19.95845,-44.05653,SPRF-MG,DEL01-MG
08/27/2023,sunday,11:00:00 AM,MG,262,380,JUATUBA,Driver's lack of reaction,Overturn,With injured victims,Day,Increasing,Rainy,Double,Curve,1,0,1,0,0,0,1,1,-19.93535,-44.43377,SPRF-MG,DEL01-MG
08/27/2023,sunday,7:30:00 AM,MG,40,783,JUIZ DE FORA,Rain,Run-off-road,With injured victims,Day,Decreasing,Rainy,Double,Curve,2,0,2,0,0,0,2,1,-21.70406,-43.45068,SPRF-MG,DEL05-MG
08/27/2023,sunday,7:05:00 AM,PR,376,"194,8",MARIALVA,Driver was sleeping,Run-off-road,With dead victims,Day,Increasing,Clear sky,Double,Not Reported,2,1,1,0,0,0,1,1,-23.50232,-51.79819,SPRF-PR,DEL09-PR
08/27/2023,sunday,8:45:00 AM,PR,376,"192,4",MARIALVA,Incompatible velocity,Collision with object,With injured victims,Day,Decreasing,Clear sky,Double,Curve,1,0,1,0,0,0,1,1,-23.48915,-51.81766,SPRF-PR,DEL09-PR
08/27/2023,sunday,8:30:00 AM,SP,381,75,SAO PAULO,Rain,Rollover,With injured victims,Day,Decreasing,Rainy,Simple,Not Reported,1,0,1,0,0,0,1,1,-23.3766,-46.5641,SPRF-SP,DEL03-SP
08/27/2023,sunday,9:30:00 AM,PB,230,2,CABEDELO,Driver failed to keep distance from the vehicle in front,Rear-end collision,With injured victims,Day,Decreasing,Sunny,Double,Straight,3,0,1,1,1,0,2,2,-6.9837,-34.8295,SPRF-PB,DEL01-PB
08/27/2023,sunday,8:40:00 AM,MG,381,336,NOVA ERA,Slippery track,Run-off-road,With injured victims,Day,Decreasing,Rainy,Simple,Not Reported,4,0,2,0,2,0,2,1,-19.8212,-43.07408,SPRF-MG,DEL03-MG
08/27/2023,sunday,10:38:00 AM,SP,116,202,ARUJA,Slippery track,Collision with object,With injured victims,Day,Increasing,Rainy,Double,Curve,1,0,1,0,0,0,1,1,-23.40809,-46.3386,SPRF-SP,DEL01-SP
08/27/2023,sunday,8:30:00 AM,PB,230,"117,3",INGA,Excessive use of the car's tire,Overturn,With injured victims,Day,Decreasing,Cloudy,Double,Not Reported,2,0,2,0,0,0,2,1,-7.241188,-35.6233,SPRF-PB,DEL02-PB
08/27/2023,sunday,10:45:00 AM,PR,476,153,ARAUCARIA,Lane change maneuver,Broadside collision,With injured victims,Day,Increasing,Cloudy,Double,Straight,3,0,1,0,2,0,1,2,-25.57731,-49.39234,SPRF-PR,DEL01-PR
08/27/2023,sunday,10:23:00 AM,PR,369,"185,8",ARAPONGAS,Alcohol ingestion by the driver,Run-off-road,Without victims,Day,Increasing,Cloudy,Simple,Straight,1,0,0,0,1,0,0,1,-23.41438,-51.427,SPRF-PR,DEL07-PR
08/27/2023,sunday,8:30:00 AM,CE,116,312,JAGUARIBE,Driver was sleeping,Run-off-road,With injured victims,Day,Increasing,Clear sky,Simple,Temporary Detour,1,0,1,0,0,0,1,1,-5.920638,-38.62731,SPRF-CE,DEL05-CE
08/27/2023,sunday,11:00:00 AM,RJ,101,305,SAO GONCALO,Pedestrian was crossing the road outside of the crosswalk,Pedestrian collision,With injured victims,Day,Increasing,Drizzle,Double,Straight,2,0,0,1,1,0,1,1,-22.78703,-42.99589,SPRF-RJ,DEL02-RJ
08/27/2023,sunday,10:51:00 AM,RO,429,92,ALVORADA DOESTE,Driver's lack of reaction,Animal collision,With injured victims,Day,Decreasing,Sunny,Double,Straight,2,0,1,0,1,0,1,1,-11.34681,-62.28655,SPRF-RO,DEL02-RO
08-06-2023,sunday,12:33:00 AM,MG,381,327,NOVA ERA,Disrespecting the intersection,Overturn,With injured victims,Night,Decreasing,Clear sky,Simple,Not Reported,1,0,0,1,0,0,1,1,-19.76724,-43.04699,SPRF-MG,DEL03-MG
08/27/2023,sunday,10:10:00 AM,PR,277,"328,5",GUARAPUAVA,Road had lots of sand/wreckage,Fall of vehicle occupant,With injured victims,Day,Decreasing,Clear sky,Simple,Curve,3,0,2,0,0,1,2,1,-25.37745,-51.28942,SPRF-PR,DEL08-PR
08/27/2023,sunday,11:25:00 AM,RS,116,256,ESTEIO,Driver's lack of reaction,Collision with object,With injured victims,Day,Increasing,Sunny,Double,Straight,1,0,1,0,0,0,1,1,-29.84394,-51.17729,SPRF-RS,DEL01-RS
08/27/2023,sunday,11:40:00 AM,MG,262,117,RIO CASCA,Slippery track,Run-off-road,With injured victims,Day,Increasing,Rainy,Simple,Not Reported,1,0,0,1,0,0,1,1,-20.23139,-42.63377,SPRF-MG,DEL03-MG
08/27/2023,sunday,12:15:00 PM,SC,101,145,ITAPEMA,Static object on the drainage gate,Fall of vehicle occupant,With injured victims,Day,Decreasing,Clear sky,Double,Straight,1,0,0,1,0,0,1,1,-27.08139,-48.60131,SPRF-SC,DEL04-SC
08/27/2023,sunday,12:30:00 PM,GO,60,114,TEREZOPOLIS DE GOIAS,Incompatible velocity,Run-off-road,With injured victims,Day,Increasing,Clear sky,Double,Not Reported,1,0,1,0,0,0,1,1,-16.4633,-49.0636,SPRF-GO,DEL01-GO
08/27/2023,sunday,12:30:00 PM,BA,242,674,WANDERLEY,Slippery track,Overturn,With injured victims,Day,Increasing,Rainy,Simple,Straight,2,0,1,0,1,0,1,1,-12.22718,-43.96648,SPRF-BA,DEL10-BA
08/27/2023,sunday,10:45:00 AM,SC,101,"101,6",BALNEARIO PICARRAS,Lane change maneuver,Collision with object,With injured victims,Day,Increasing,Cloudy,Double,Straight,1,0,1,0,0,0,1,1,-26.76404,-48.68658,SPRF-SC,DEL03-SC
08/27/2023,sunday,1:15:00 PM,MG,381,"745,7",TRES CORACOES,Rain,Run-off-road,With injured victims,Day,Decreasing,Rainy,Double,Curve,4,0,0,3,1,0,3,1,-21.63725,-45.28388,SPRF-MG,DEL16-MG
08/27/2023,sunday,10:00:00 AM,MG,116,"702,4",MURIAE,Driver's lack of reaction,Pedestrian collision,With injured victims,Day,Increasing,Cloudy,Simple,Straight,2,0,0,1,1,0,1,1,-21.11938,-42.38006,SPRF-MG,DEL07-MG
08/27/2023,sunday,1:00:00 PM,SP,116,155,SAO JOSE DOS CAMPOS,Lane change maneuver,Rollover,With injured victims,Day,Decreasing,Cloudy,Multiple,Straight,1,0,1,0,0,0,1,1,-23.24524,-45.92773,SPRF-SP,DEL02-SP
08/27/2023,sunday,1:15:00 PM,SC,101,"219,5",PALHOCA,Lane change maneuver,Side collision (same direction),Without victims,Day,Decreasing,Clear sky,Double,Straight,2,0,0,0,2,0,0,2,-27.68392,-48.6671,SPRF-SC,DEL01-SC
08/27/2023,sunday,8:00:00 AM,MG,116,"305,1",ITAMBACURI,Driver was in the opposite direction,Head-on collision,With dead victims,Day,Decreasing,Drizzle,Simple,Curve,3,1,1,1,0,0,2,2,-18.03189,-41.65291,SPRF-MG,DEL11-MG
08/27/2023,sunday,2:14:00 PM,RN,101,"107,4",PARNAMIRIM,Pedestrian was crossing the road outside of the crosswalk,Pedestrian collision,With injured victims,Day,Increasing,Sunny,Double,Straight,3,0,3,0,0,0,3,1,-5.919208,-35.26412,SPRF-RN,DEL01-RN
08/27/2023,sunday,2:05:00 PM,MG,459,"95,3",POUSO ALEGRE,Prohibited conversion,Broadside collision,With dead victims,Day,Increasing,Drizzle,Simple,Not Reported,2,1,0,0,1,0,0,2,-22.18978,-45.98303,SPRF-MG,DEL09-MG
08/27/2023,sunday,1:50:00 PM,MG,381,"929,8",ITAPEVA,Rain,Collision with object,With injured victims,Day,Increasing,Rainy,Double,Curve,2,0,2,0,0,0,2,1,-22.77486,-46.23885,SPRF-MG,DEL16-MG
08/27/2023,sunday,2:30:00 PM,MG,381,"616,5",OLIVEIRA,Rain,Fall of vehicle occupant,With injured victims,Day,Decreasing,Rainy,Double,Straight,1,0,1,0,0,0,1,1,-20.72202,-44.7679,SPRF-MG,DEL04-MG
08/27/2023,sunday,2:35:00 PM,MG,381,"592,3",CARMOPOLIS DE MINAS,Incompatible velocity,Run-off-road,With injured victims,Day,Decreasing,Drizzle,Double,Curve,1,0,1,0,0,0,1,1,-20.5612,-44.66389,SPRF-MG,DEL04-MG
08/27/2023,sunday,11:54:00 AM,PR,277,584,CASCAVEL,Excessive use of the car's tire,Run-off-road,With injured victims,Day,Decreasing,Clear sky,Multiple,Not Reported,1,0,1,0,0,0,1,1,-24.96684,-53.40258,SPRF-PR,DEL04-PR
08/27/2023,sunday,2:40:00 PM,MG,381,430,CAETE,Rain,Run-off-road,With injured victims,Day,Decreasing,Rainy,Simple,Not Reported,1,0,1,0,0,0,1,1,-19.78767,-43.6911,SPRF-MG,DEL01-MG
08/27/2023,sunday,2:45:00 PM,MG,153,30,CANAPOLIS,Driver's lack of reaction,Overturn,With injured victims,Day,Decreasing,Sunny,Double,Straight,2,0,2,0,0,0,2,1,-18.67927,-49.15605,SPRF-MG,DEL15-MG
08/27/2023,sunday,2:15:00 PM,RS,386,"371,3",FAZENDA VILANOVA,Driver's lack of reaction,Collision with object,With injured victims,Day,Increasing,Clear sky,Double,Curve,1,0,1,0,0,0,1,1,-29.59655,-51.81441,SPRF-RS,DEL04-RS
08/27/2023,sunday,2:10:00 PM,MG,365,"575,7",INDIANOPOLIS,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Day,Decreasing,Clear sky,Simple,Straight,6,0,6,0,0,0,6,2,-18.90629,-47.90127,SPRF-MG,DEL15-MG
08/27/2023,sunday,3:00:00 PM,BA,324,"516,7",FEIRA DE SANTANA,Prohibited conversion,Side collision (same direction),With injured victims,Day,Increasing,Clear sky,Double,Curve,3,0,1,0,2,0,1,2,-12.24171,-38.93768,SPRF-BA,DEL02-BA
08/27/2023,sunday,3:15:00 PM,MG,267,"63,3",BICAS,Excessive use of the car's tire,Run-off-road,With injured victims,Day,Increasing,Rainy,Simple,Curve,4,0,3,1,0,0,4,1,-21.73015,-43.07353,SPRF-MG,DEL05-MG
08/27/2023,sunday,2:50:00 PM,ES,101,362,ANCHIETA,Accumulation of water on the road,Rollover,With injured victims,Day,Decreasing,Rainy,Simple,Straight,4,0,0,1,0,3,1,1,-20.71645,-40.73004,SPRF-ES,DEL03-ES
