Date,week_day,hour,state,road_id,km,city,cause_of_accident,type_of_accident,victims_condition,weather_timestamp,road_direction,wheather_condition,road_type,road_delineation,people,deaths,slightly_injured,severely_injured,uninjured,ignored,total_injured,vehicles_involved,latitude,longitude,regional,police_station
08/29/2023,tuesday,7:40:00 AM,RO,364,"12,7",VILHENA,Acessing the road without seeing the presence of other vehicles,Side collision (same direction),With injured victims,Day,Increasing,Clear sky,Simple,Straight,2,0,1,0,1,0,1,2,-12.74157,-60.12796,SPRF-RO,DEL04-RO
04/22/2023,saturday,7:38:00 PM,PE,232,106,BEZERROS,Excessive use of the car's tire,Overturn,With injured victims,Night,Decreasing,Clear sky,Double,Not Reported,2,0,2,0,0,0,2,1,-8.263003,-35.7903,SPRF-PE,DEL02-PE
07/26/2023,wednesday,6:15:00 PM,RN,226,134,CAMPO REDONDO,Animals on the road,Animal collision,With injured victims,Night,Increasing,Clear sky,Simple,Straight,1,0,0,1,0,0,1,1,-6.214928,-36.17571,SPRF-RN,DEL03-RN
08/29/2023,tuesday,8:30:00 AM,GO,70,469,ARAGARCAS,Driver's lack of reaction,Side collision (same direction),With injured victims,Day,Increasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-15.89535,-52.24426,SPRF-GO,DEL04-GO
08/15/2023,tuesday,8:20:00 AM,MA,135,15,SAO LUIS,Driver's lack of reaction,Broadside collision,Without victims,Day,Decreasing,Clear sky,Simple,Intersection,2,0,0,0,1,1,0,2,-2.53073,-44.3068,SPRF-MA,DEL01-MA
08-03-2023,thursday,2:20:00 PM,RJ,116,"13,3",SAPUCAIA,Driver was sleeping,Run-off-road,With injured victims,Day,Decreasing,Clear sky,Simple,Not Reported,2,0,2,0,0,0,2,1,-21.95256,-42.73352,SPRF-RJ,DEL04-RJ
08/28/2023,monday,10:45:00 AM,DF,80,25,BRASILIA,Abrupt use of the car's brake,Rear-end collision,Without victims,Day,Decreasing,Cloudy,Double,Straight,4,0,0,0,4,0,0,2,-15.62121,-48.19896,SPRF-DF,DEL01-DF
07-05-2023,wednesday,6:00:00 AM,SC,280,26,ARAQUARI,Driver's lack of reaction,Broadside collision,With injured victims,Night,Decreasing,Cloudy,Simple,Straight,2,0,1,0,0,1,1,2,-26.38972,-48.73412,SPRF-SC,DEL03-SC
08/29/2023,tuesday,10:00:00 AM,RJ,116,186,NOVA IGUACU,Driver's lack of reaction,Overturn,With injured victims,Day,Decreasing,Cloudy,Double,Straight,1,0,0,1,0,0,1,1,-22.73962,-43.46276,SPRF-RJ,DEL01-RJ
08-09-2023,wednesday,7:40:00 AM,BA,324,515,FEIRA DE SANTANA,Acessing the road without seeing the presence of other vehicles,Side collision (same direction),With injured victims,Day,Increasing,Cloudy,Simple,Straight,3,0,2,0,1,0,2,2,-12.23548,-38.94397,SPRF-BA,DEL02-BA
08/29/2023,tuesday,10:55:00 AM,CE,222,"2,5",FORTALEZA,Acessing the road without seeing the presence of other vehicles,Side collision (same direction),Without victims,Day,Increasing,Sunny,Multiple,Straight,5,0,0,0,5,0,0,2,-3.739111,-38.58687,SPRF-CE,DEL01-CE
08/29/2023,tuesday,8:20:00 AM,RJ,40,52,PETROPOLIS,Driver's lack of reaction,Collision with object,With injured victims,Day,Decreasing,Rainy,Double,Not Reported,1,0,1,0,0,0,1,1,-22.33571,-43.1332,SPRF-RJ,DEL06-RJ
08/29/2023,tuesday,10:23:00 AM,ES,262,53,MARECHAL FLORIANO,Driver's lack of reaction,Fall of vehicle occupant,With injured victims,Day,Increasing,Rainy,Simple,Not Reported,1,0,1,0,0,0,1,1,-20.41397,-40.73318,SPRF-ES,DEL01-ES
07/29/2023,saturday,11:15:00 AM,RS,116,"144,1",CAXIAS DO SUL,Driver's lack of reaction,Collision with object,With injured victims,Day,Increasing,Clear sky,Double,Not Reported,1,0,0,1,0,0,1,1,-29.12674,-51.12769,SPRF-RS,DEL05-RS
08/29/2023,tuesday,10:00:00 AM,MS,262,"558,5",MIRANDA,Alcohol ingestion by the driver,Collision with object,With injured victims,Day,Decreasing,Clear sky,Simple,Roundabout,1,0,1,0,0,0,1,1,-20.23438,-56.37789,SPRF-MS,DEL03-MS
08/29/2023,tuesday,11:20:00 AM,CE,222,312,TIANGUA,Driver's lack of reaction,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,2,0,0,1,1,0,1,2,-3.716993,-40.99142,SPRF-CE,DEL04-CE
08/16/2023,wednesday,7:40:00 AM,AM,174,947,MANAUS,Driver was sleeping,Side collision (opposite direction),Without victims,Day,Increasing,Clear sky,Simple,Not Reported,2,0,0,0,2,0,0,2,-2.425628,-60.02996,SPRF-AM,N/A
06-02-2023,friday,8:30:00 PM,RN,406,150,CEARA-MIRIM,Acessing the road without seeing the presence of other vehicles,Head-on collision,With injured victims,Night,Increasing,Clear sky,Simple,Straight,3,0,1,1,0,1,2,2,-5.64975,-35.43235,SPRF-RN,DEL02-RN
08/29/2023,tuesday,10:30:00 AM,ES,101,294,CARIACICA,Electrical or mechanical flaws,Overturn,With injured victims,Day,Increasing,Rainy,Double,Curve,1,0,1,0,0,0,1,1,-20.32416,-40.39529,SPRF-ES,DEL01-ES
08-11-2023,friday,8:33:00 PM,AM,174,893,MANAUS,Excessive use of the car's tire,Unusual events,With injured victims,Night,Increasing,Clear sky,Simple,Straight,2,0,1,1,0,0,2,1,-2.897712,-60.03526,SPRF-AM,N/A
05-02-2023,tuesday,6:00:00 AM,RJ,116,168,SAO JOAO DE MERITI,Driver failed to keep distance from the vehicle in front,Side collision (same direction),With injured victims,Sunrise,Decreasing,Ignored,Double,Straight,3,0,0,1,1,1,1,2,-22.81997,-43.315,SPRF-RJ,DEL01-RJ
08/29/2023,tuesday,11:20:00 AM,RS,293,"32,5",CAPAO DO LEAO,Electrical or mechanical flaws,Vehicle fire,Without victims,Day,Increasing,Clear sky,Simple,Straight,1,0,0,0,1,0,0,1,-31.73057,-52.64364,SPRF-RS,DEL07-RS
08/29/2023,tuesday,12:30:00 PM,PE,232,147,SAO CAITANO,Driver had a cardiac attack,Collision with object,With injured victims,Day,Increasing,Clear sky,Double,Not Reported,1,0,1,0,0,0,1,1,-8.333731,-36.13751,SPRF-PE,DEL03-PE
08/29/2023,tuesday,12:30:00 PM,BA,324,518,FEIRA DE SANTANA,Driver failed to keep distance from the vehicle in front,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Double,Overpass,2,0,1,0,1,0,1,2,-12.24953,-38.93363,SPRF-BA,DEL02-BA
08/29/2023,tuesday,11:11:00 AM,GO,153,"527,9",HIDROLANDIA,Lane change maneuver,Fall of vehicle occupant,With injured victims,Day,Increasing,Clear sky,Double,Not Reported,2,0,1,1,0,0,2,1,-16.9457,-49.2511,SPRF-GO,DEL01-GO
08/29/2023,tuesday,11:00:00 AM,GO,60,422,RIO VERDE,Acessing the road without seeing the presence of other vehicles,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,3,0,2,0,0,1,2,2,-17.818,-51.2598,SPRF-GO,DEL04-GO
08/13/2023,sunday,2:30:00 PM,ES,447,14,VILA VELHA,Pedestrian was walking in the road,Pedestrian collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,2,0,0,1,1,0,1,1,-20.35038,-40.33343,SPRF-ES,DEL01-ES
08/29/2023,tuesday,11:45:00 AM,SP,381,57,MAIRIPORA,Driver's lack of reaction,Chain reaction crash (pile-up),With injured victims,Day,Increasing,Clear sky,Multiple,Straight,4,0,0,1,3,0,1,3,-23.26582,-46.58399,SPRF-SP,DEL03-SP
08/29/2023,tuesday,8:10:00 AM,RO,364,399,OURO PRETO DO OESTE,Driver's lack of reaction,Fall of vehicle occupant,With injured victims,Day,Increasing,Clear sky,Simple,Straight,1,0,1,0,0,0,1,1,-10.61069,-62.33725,SPRF-RO,DEL03-RO
08/29/2023,tuesday,10:55:00 AM,RO,319,60,PORTO VELHO,Oil accumulation on the road,Overturn,With injured victims,Day,Decreasing,Clear sky,Double,Roundabout,1,0,1,0,0,0,1,1,-8.740013,-63.88985,SPRF-RO,DEL01-RO
08/29/2023,tuesday,12:10:00 PM,PI,343,"177,5",PIRIPIRI,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Day,Decreasing,Clear sky,Simple,Not Reported,3,0,0,1,1,1,1,2,-4.21867,-41.77472,SPRF-PI,DEL02-PI
08/29/2023,tuesday,1:40:00 PM,SP,101,45,UBATUBA,Acessing the road without seeing the presence of other vehicles,Rear-end collision,With injured victims,Day,Increasing,Cloudy,Simple,Straight,2,0,2,0,0,0,2,2,-23.41779,-45.06788,SPRF-SP,DEL06-SP
08/29/2023,tuesday,1:35:00 PM,ES,101,150,LINHARES,Driver changed the lane illegally,Broadside collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,2,0,0,1,1,0,1,2,-19.40437,-40.06079,SPRF-ES,DEL04-ES
08/29/2023,tuesday,9:00:00 AM,PA,230,120,MARABA,The driver passed the next car improperly,Side collision (same direction),With injured victims,Day,Increasing,Clear sky,Double,Straight,2,0,1,0,0,1,1,2,-5.350383,-49.11434,SPRF-PA,DEL03-PA
08/29/2023,tuesday,1:40:00 PM,RS,392,352,SANTA MARIA,Driver's lack of reaction,Rear-end collision,Without victims,Day,Increasing,Clear sky,Double,Straight,2,0,0,0,2,0,0,2,-29.7204,-53.80763,SPRF-RS,DEL09-RS
08/26/2023,saturday,12:30:00 AM,RN,304,176,ANGICOS,Driver's lack of reaction,Head-on collision,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,4,0,3,1,0,0,4,2,-5.688409,-36.37424,SPRF-RN,DEL01-RN
08/29/2023,tuesday,2:30:00 PM,GO,153,"628,5",MORRINHOS,Driver's lack of reaction,Run-off-road,With injured victims,Day,Decreasing,Clear sky,Double,Straight,1,0,1,0,0,0,1,1,-17.7843,-49.1865,SPRF-GO,DEL03-GO
08/29/2023,tuesday,10:00:00 AM,RJ,493,"10,9",GUAPIMIRIM,Excessive use of the car's tire,Overturn,With injured victims,Day,Increasing,Cloudy,Simple,Curve,2,0,1,1,0,0,2,1,-22.69541,-42.95668,SPRF-RJ,DEL02-RJ
08/29/2023,tuesday,11:00:00 AM,SP,381,55,MAIRIPORA,Driver's lack of reaction,Side collision (same direction),With injured victims,Day,Increasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-23.25207,-46.5948,SPRF-SP,DEL03-SP
08/29/2023,tuesday,2:20:00 PM,RJ,116,182,NOVA IGUACU,Driver's lack of reaction,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,1,0,0,1,0,0,1,1,-22.75678,-43.43107,SPRF-RJ,DEL01-RJ
08/29/2023,tuesday,3:45:00 PM,RN,406,152,CEARA-MIRIM,Driver's lack of reaction,Rear-end collision,With injured victims,Day,Decreasing,Cloudy,Simple,Straight,2,0,0,1,1,0,1,2,-5.656513,-35.41672,SPRF-RN,DEL02-RN
08/29/2023,tuesday,3:45:00 PM,RN,101,103,PARNAMIRIM,Driver's lack of reaction,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-5.89034,-35.24895,SPRF-RN,DEL01-RN
08-09-2023,wednesday,12:30:00 PM,RJ,116,163,RIO DE JANEIRO,Driver's lack of reaction,Side collision (same direction),Without victims,Day,Increasing,Clear sky,Double,Straight,4,0,0,0,4,0,0,2,-22.80273,-43.29042,SPRF-RJ,DEL01-RJ
08/29/2023,tuesday,4:00:00 PM,MG,50,30,ARAGUARI,Rain,Overturn,Without victims,Day,Increasing,Rainy,Simple,Curve,1,0,0,0,1,0,0,1,-18.61551,-48.11661,SPRF-MG,DEL15-MG
08/29/2023,tuesday,4:24:00 PM,GO,50,98,CRISTALINA,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Day,Decreasing,Cloudy,Simple,Not Reported,2,0,1,0,1,0,1,2,-16.77551,-47.62383,SPRF-DF,DEL01-DF
08/29/2023,tuesday,3:00:00 PM,AL,316,269,SATUBA,Alcohol and/or drug ingestion by the pedestrian,Collision with object,Without victims,Day,Decreasing,Clear sky,Simple,Not Reported,1,0,0,0,1,0,0,1,-9.57589,-35.83164,SPRF-AL,DEL02-AL
08/29/2023,tuesday,5:15:00 PM,DF,70,6,BRASILIA,driving on the breakdown lane,Broadside collision,With injured victims,Sunset,Increasing,Cloudy,Double,Not Reported,5,0,1,0,4,0,1,2,-15.79124,-48.10576,SPRF-DF,DEL01-DF
08/29/2023,tuesday,3:07:00 PM,RO,319,58,PORTO VELHO,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Day,Decreasing,Clear sky,Double,Straight,3,0,0,1,2,0,1,2,-8.743051,-63.90932,SPRF-RO,DEL01-RO
08/29/2023,tuesday,4:30:00 PM,BA,324,541,AMELIA RODRIGUES,Driver failed to keep distance from the vehicle in front,Rear-end collision,Without victims,Day,Decreasing,Clear sky,Double,Straight,2,0,0,0,2,0,0,2,-12.39742,-38.76686,SPRF-BA,DEL01-BA
08/29/2023,tuesday,5:25:00 PM,SC,101,107,PENHA,Driver's lack of reaction,Side collision (opposite direction),With injured victims,Day,Decreasing,Drizzle,Multiple,Authorized U-turn,2,0,1,0,1,0,1,2,-26.81931,-48.6839,SPRF-SC,DEL03-SC
08/29/2023,tuesday,4:50:00 PM,CE,222,"3,9",CAUCAIA,Driver's lack of reaction,Broadside collision,With injured victims,Day,Increasing,Clear sky,Multiple,Straight,2,0,0,1,1,0,1,2,-3.740377,-38.59569,SPRF-CE,DEL01-CE
08/29/2023,tuesday,3:30:00 PM,MG,381,"526,7",BRUMADINHO,Incompatible velocity,Collision with object,With injured victims,Day,Decreasing,Rainy,Double,Curve,4,0,1,0,3,0,1,1,-20.16175,-44.34145,SPRF-MG,DEL04-MG
08/29/2023,tuesday,5:10:00 PM,SP,116,"110,3",TAUBATE,Traffic with a motorcycle (or similar) between lanes,Rear-end collision,With injured victims,Day,Decreasing,Sunny,Double,Straight,2,0,0,1,1,0,1,2,-23.03413,-45.5527,SPRF-SP,DEL08-SP
08/29/2023,tuesday,2:25:00 PM,AL,104,39,UNIAO DOS PALMARES,Driver's lack of reaction,Fall of vehicle occupant,With injured victims,Day,Increasing,Clear sky,Simple,Straight,1,0,1,0,0,0,1,1,-9.190294,-36.03691,SPRF-AL,DEL01-AL
07/18/2023,tuesday,4:30:00 PM,MG,251,376,GRAO MOGOL,Driver was sleeping,Run-off-road,With injured victims,Day,Decreasing,Clear sky,Simple,Straight,4,0,3,1,0,0,4,1,-16.29877,-42.73773,SPRF-MG,DEL12-MG
08/29/2023,tuesday,4:25:00 PM,PR,277,"674,7",MEDIANEIRA,Driver was sleeping,Run-off-road,With injured victims,Day,Decreasing,Clear sky,Double,Not Reported,1,0,1,0,0,0,1,1,-25.29484,-54.1151,SPRF-PR,DEL05-PR
08/29/2023,tuesday,5:50:00 PM,PB,230,16,JOAO PESSOA,Traffic with a motorcycle (or similar) between lanes,Fall of vehicle occupant,With injured victims,Sunset,Decreasing,Clear sky,Double,Straight,1,0,1,0,0,0,1,1,-7.1039,-34.8458,SPRF-PB,DEL01-PB
08/29/2023,tuesday,6:05:00 PM,CE,222,"3,9",CAUCAIA,Driver failed to keep distance from the vehicle in front,Rear-end collision,With injured victims,Night,Increasing,Clear sky,Multiple,Straight,2,0,1,0,1,0,1,2,-3.740377,-38.59569,SPRF-CE,DEL01-CE
08/29/2023,tuesday,6:05:00 PM,RS,158,322,SANTA MARIA,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Day,Increasing,Clear sky,Simple,Roundabout,3,0,1,0,2,0,1,2,-29.69515,-53.77545,SPRF-RS,DEL09-RS
08/29/2023,tuesday,5:40:00 PM,BA,324,560,AMELIA RODRIGUES,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Sunset,Decreasing,Clear sky,Double,Straight,3,0,1,0,2,0,1,2,-12.4925,-38.65367,SPRF-BA,DEL01-BA
08/29/2023,tuesday,5:40:00 PM,SC,101,"126,9",ITAJAI,Driver failed to keep distance from the vehicle in front,Chain reaction crash (pile-up),Without victims,Day,Increasing,Rainy,Double,Straight,3,0,0,0,3,0,0,3,-26.95564,-48.67978,SPRF-SC,DEL04-SC
08/29/2023,tuesday,6:16:00 PM,DF,20,"20,8",BRASILIA,Acessing the road without seeing the presence of other vehicles,Pedestrian collision,With injured victims,Night,Increasing,Cloudy,Double,Not Reported,2,0,0,2,0,0,2,1,-15.60791,-47.69279,SPRF-DF,DEL02-DF
08/29/2023,tuesday,6:29:00 PM,ES,262,1,CARIACICA,Driver failed to keep distance from the vehicle in front,Side collision (same direction),With injured victims,Night,Decreasing,Drizzle,Double,Not Reported,2,0,1,0,1,0,1,2,-20.32622,-40.35471,SPRF-ES,DEL01-ES
08/29/2023,tuesday,5:30:00 PM,PB,230,27,JOAO PESSOA,Driver's lack of reaction,Rear-end collision,With injured victims,Night,Decreasing,Clear sky,Double,Straight,2,0,1,0,0,1,1,2,-7.1677,-34.8855,SPRF-PB,DEL01-PB
08/29/2023,tuesday,6:40:00 PM,SC,280,50,GUARAMIRIM,Prohibited conversion,Broadside collision,With injured victims,Night,Decreasing,Cloudy,Simple,Not Reported,2,0,1,0,1,0,1,2,-26.46195,-48.94618,SPRF-SC,DEL03-SC
08/29/2023,tuesday,6:40:00 PM,CE,116,"26,6",ITAITINGA,Driver failed to keep distance from the vehicle in front,Rear-end collision,With injured victims,Night,Increasing,Clear sky,Double,Straight,3,0,1,0,2,0,1,2,-3.975296,-38.51436,SPRF-CE,DEL01-CE
08/29/2023,tuesday,4:00:00 PM,SC,470,54,BLUMENAU,Prohibited conversion,Broadside collision,With injured victims,Day,Increasing,Cloudy,Simple,Not Reported,2,0,2,0,0,0,2,2,-26.87107,-49.11037,SPRF-SC,DEL04-SC
08/29/2023,tuesday,7:10:00 PM,SC,101,203,SAO JOSE,Acessing the road without seeing the presence of other vehicles,Side collision (same direction),With injured victims,Night,Decreasing,Rainy,Multiple,Straight,2,0,1,0,1,0,1,2,-27.565,-48.6146,SPRF-SC,DEL01-SC
08/29/2023,tuesday,7:00:00 PM,SP,116,162,JACAREI,Driver's lack of reaction,Overturn,With injured victims,Night,Decreasing,Clear sky,Double,Straight,1,0,0,1,0,0,1,1,-23.28133,-45.98395,SPRF-SP,DEL02-SP
08/29/2023,tuesday,3:20:00 PM,RJ,101,329,RIO DE JANEIRO,Excessive use of the car's tire,Fall of vehicle occupant,With injured victims,Day,Decreasing,Cloudy,Double,Straight,1,0,1,0,0,0,1,1,-22.86939,-43.17564,SPRF-RJ,DEL02-RJ
08/29/2023,tuesday,7:00:00 PM,RJ,116,170,RIO DE JANEIRO,Driver failed to keep distance from the vehicle in front,Rear-end collision,With injured victims,Night,Increasing,Cloudy,Multiple,Straight,2,0,1,0,1,0,1,2,-22.81113,-43.33367,SPRF-RJ,DEL01-RJ
08/29/2023,tuesday,7:10:00 PM,RS,116,243,SAO LEOPOLDO,Driver's lack of reaction,Rear-end collision,With injured victims,Night,Decreasing,Clear sky,Double,Not Reported,2,0,1,0,1,0,1,2,-29.73039,-51.14932,SPRF-RS,DEL01-RS
08/29/2023,tuesday,7:15:00 PM,ES,101,"346,6",GUARAPARI,Lane change maneuver,Rear-end collision,With injured victims,Night,Decreasing,Drizzle,Double,Straight,3,0,0,2,1,0,2,2,-20.65728,-40.61754,SPRF-ES,DEL03-ES
08/29/2023,tuesday,1:25:00 PM,RO,319,60,PORTO VELHO,Acessing the road without seeing the presence of other vehicles,Broadside collision,Without victims,Day,Decreasing,Clear sky,Double,Roundabout,3,0,0,0,3,0,0,2,-8.739861,-63.88983,SPRF-RO,DEL01-RO
08/29/2023,tuesday,6:45:00 PM,BA,116,420,FEIRA DE SANTANA,Driver's lack of reaction,Rear-end collision,With injured victims,Night,Increasing,Clear sky,Double,Roundabout,3,0,1,0,2,0,1,2,-12.20321,-38.96556,SPRF-BA,DEL02-BA
08/29/2023,tuesday,6:10:00 PM,MG,116,442,ENGENHEIRO CALDAS,The driver passed the next car improperly,Side collision (opposite direction),With injured victims,Night,Increasing,Clear sky,Simple,Straight,6,0,4,0,2,0,4,2,-19.09304,-42.00041,SPRF-MG,DEL06-MG
08/29/2023,tuesday,7:40:00 PM,RJ,116,110,GUAPIMIRIM,Driver's lack of reaction,Side collision (same direction),With injured victims,Night,Increasing,Clear sky,Double,Curve,3,0,2,0,1,0,2,3,-22.547,-42.98857,SPRF-RJ,DEL04-RJ
08/29/2023,tuesday,4:05:00 PM,RS,116,"245,4",SAO LEOPOLDO,Driver's lack of reaction,Fall of vehicle occupant,With injured victims,Day,Decreasing,Sunny,Double,Straight,1,0,1,0,0,0,1,1,-29.74981,-51.15125,SPRF-RS,DEL01-RS
08/29/2023,tuesday,7:30:00 PM,PR,116,"120,8",CURITIBA,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Night,Increasing,Clear sky,Double,Straight,3,0,1,0,2,0,1,2,-25.59047,-49.31549,SPRF-PR,DEL01-PR
08/29/2023,tuesday,7:30:00 PM,RS,116,148,CAXIAS DO SUL,Driver's lack of reaction,Run-off-road,Without victims,Night,Decreasing,Clear sky,Double,Curve,1,0,0,0,1,0,0,1,-29.15445,-51.15102,SPRF-RS,DEL05-RS
08/29/2023,tuesday,7:15:00 PM,SC,101,"433,9",SOMBRIO,Disrespecting the intersection,Broadside collision,With injured victims,Night,Increasing,Clear sky,Multiple,Not Reported,3,0,1,1,1,0,2,2,-29.08201,-49.62972,SPRF-SC,DEL02-SC
08/29/2023,tuesday,8:52:00 PM,SE,101,"92,1",NOSSA SENHORA DO SOCORRO,Lane change maneuver,Side collision (same direction),With injured victims,Night,Increasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-10.90169,-37.13619,SPRF-SE,DEL01-SE
08/29/2023,tuesday,9:20:00 PM,SC,282,"18,5",PALHOCA,Absence of sinalization,Fall of vehicle occupant,With injured victims,Night,Increasing,Rainy,Simple,Not Reported,1,0,0,1,0,0,1,1,-27.6728,-48.69429,SPRF-SC,DEL01-SC
08/29/2023,tuesday,8:50:00 PM,RJ,101,138,CARAPEBUS,Unexpected pedestrian entry,Pedestrian collision,With injured victims,Night,Decreasing,Cloudy,Double,Straight,2,0,1,0,1,0,1,1,-22.16284,-41.74187,SPRF-RJ,DEL08-RJ
08/29/2023,tuesday,7:00:00 PM,MG,50,119,UBERABA,Driver's lack of reaction,Rear-end collision,With injured victims,Night,Increasing,Clear sky,Double,Straight,3,0,2,0,1,0,2,2,-19.29969,-48.11377,SPRF-MG,DEL13-MG
08/29/2023,tuesday,7:00:00 PM,MA,10,202,RIBAMAR FIQUENE,Deficiency of vehicle's sinalization/ilumination system,Collision with object,With injured victims,Night,Increasing,Cloudy,Simple,Not Reported,3,0,1,0,2,0,1,2,-5.947669,-47.38375,SPRF-MA,DEL04-MA
08/29/2023,tuesday,6:30:00 PM,RS,153,"401,8",CACHOEIRA DO SUL,Irregular access,Head-on collision,With dead victims,Sunset,Increasing,Clear sky,Simple,Not Reported,8,1,6,0,1,0,6,2,-29.97842,-52.93074,SPRF-RS,DEL02-RS
08/29/2023,tuesday,9:10:00 PM,PE,232,"410,4",SERRA TALHADA,Driver's lack of reaction,Overturn,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,1,0,0,1,0,0,1,1,-7.982618,-38.3004,SPRF-PE,DEL04-PE
08/29/2023,tuesday,10:25:00 PM,PI,343,594,FLORIANO,Driver's lack of reaction,Overturn,With injured victims,Night,Increasing,Clear sky,Simple,Straight,1,0,0,1,0,0,1,1,-6.788374,-43.0444,SPRF-PI,DEL03-PI
08/17/2023,thursday,1:00:00 PM,PA,230,109,MARABA,Driver's lack of reaction,Rear-end collision,With injured victims,Day,Decreasing,Clear sky,Simple,Straight,2,0,1,0,0,1,1,2,-5.375369,-49.02247,SPRF-PA,DEL03-PA
08/29/2023,tuesday,11:25:00 PM,RN,101,98,NATAL,Driver's lack of reaction,Rear-end collision,With injured victims,Night,Increasing,Clear sky,Multiple,Not Reported,4,0,3,0,1,0,3,2,-5.865679,-35.21652,SPRF-RN,DEL01-RN
08/29/2023,tuesday,8:00:00 PM,RS,285,"528,9",SAO MIGUEL DAS MISSOES,Driver's lack of reaction,Run-off-road,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,1,0,1,0,0,0,1,1,-28.41112,-54.57198,SPRF-RS,DEL10-RS
08/29/2023,tuesday,11:00:00 PM,RS,290,95,PORTO ALEGRE,Driver's lack of reaction,Collision with object,With injured victims,Night,Decreasing,Clear sky,Double,Not Reported,2,0,0,2,0,0,2,1,-29.98283,-51.20157,SPRF-RS,DEL01-RS
08/29/2023,tuesday,9:00:00 PM,MG,262,"658,7",IBIA,Excessive use of the car's tire,Run-off-road,With injured victims,Night,Decreasing,Fog,Simple,Not Reported,2,0,2,0,0,0,2,1,-19.57861,-46.72585,SPRF-MG,DEL08-MG
08/30/2023,wednesday,12:00:00 AM,PR,369,508,CASCAVEL,Alcohol and/or drug ingestion by the pedestrian,Rear-end collision,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,2,0,1,1,0,0,2,2,-24.844,-53.3169,SPRF-PR,DEL04-PR
08/30/2023,wednesday,12:30:00 AM,SP,116,"112,8",TAUBATE,Incompatible velocity,Rear-end collision,With injured victims,Night,Decreasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-23.04159,-45.57066,SPRF-SP,DEL02-SP
08/29/2023,tuesday,8:00:00 PM,PR,376,49,LOANDA,Driver failed to keep distance from the vehicle in front,Rear-end collision,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,2,0,1,0,1,0,1,2,-22.89053,-52.92398,SPRF-PR,DEL09-PR
08/30/2023,wednesday,1:00:00 AM,SP,116,147,SAO JOSE DOS CAMPOS,Driver was sleeping,Rollover,With injured victims,Night,Decreasing,Clear sky,Multiple,Straight,1,0,1,0,0,0,1,1,-23.19543,-45.87176,SPRF-SP,DEL02-SP
08/30/2023,wednesday,12:35:00 AM,RS,293,"291,3",DOM PEDRITO,Animals on the road,Animal collision,Without victims,Night,Decreasing,Clear sky,Simple,Straight,2,0,0,0,2,0,0,1,-30.83765,-55.05275,SPRF-RS,DEL11-RS
08/30/2023,wednesday,3:30:00 AM,RJ,101,"75,1",CAMPOS DOS GOYTACAZES,Incompatible velocity,Collision with object,With injured victims,Night,Decreasing,Rainy,Simple,Curve,4,0,2,2,0,0,4,1,-21.81652,-41.39769,SPRF-RJ,DEL08-RJ
08/30/2023,wednesday,3:10:00 AM,DF,70,19,BRASILIA,Oil accumulation on the road,Rollover,Without victims,Night,Increasing,Rainy,Multiple,Not Reported,1,0,0,0,1,0,0,1,-15.78887,-48.22024,SPRF-DF,DEL01-DF
08/29/2023,tuesday,8:00:00 PM,MT,70,171,GENERAL CARNEIRO,Animals on the road,Animal collision,With injured victims,Night,Increasing,Clear sky,Simple,Straight,2,0,1,0,1,0,1,1,-15.61418,-53.5336,SPRF-MT,DEL05-MT
08/30/2023,wednesday,4:15:00 AM,RN,304,"131,4",ITAJA,Animals on the road,Run-off-road,With injured victims,Night,Increasing,Ignored,Simple,Straight,1,0,0,1,0,0,1,1,-5.659093,-36.76226,SPRF-RN,DEL04-RN
08/30/2023,wednesday,4:55:00 AM,SC,101,"134,1",BALNEARIO CAMBORIU,Driver's lack of reaction,Run-off-road,With injured victims,Night,Increasing,Cloudy,Simple,Straight,1,0,1,0,0,0,1,1,-27.00218,-48.63643,SPRF-SC,DEL04-SC
08/30/2023,wednesday,4:30:00 AM,RJ,493,0,ITABORAI,Animals on the road,Animal collision,With injured victims,Sunrise,Increasing,Clear sky,Simple,Curve,1,0,1,0,0,0,1,1,-22.77062,-42.92223,SPRF-RJ,DEL02-RJ
